64,64
197379,131586,131586,197379,263172,197379,197379,394758,328965,394758,263172,197379,394758,263172,526344,131586,591619,2824206,2233615,1707014,1246465,3283984,5060135,5322281,5125672,8676436,5717038,4139806,4403496,4995371,3812386,2891543,5191721,6309690,4335642,4468516,2167306,1971217,1378305,1379338,2167307,2364688,1576201,1378305,1115394,3682349,4012604,4407361,4209724,4276034,3749688,3552313,2829107,2961212,2961473,2895680,3356231,3159368,3027785,3028556,2831177,3226707,2699596,2831441
197379,65793,197379,131586,65793,197379,394758,328965,263172,460551,197379,197379,592137,328965,263172,2630432,3218452,789258,525315,1378306,2628629,3679774,1246466,4797730,6571831,6309171,4073757,4599843,4008737,3088665,3285525,4206371,3219221,2495496,3546902,2627081,2100231,3548445,3548960,2693651,1971468,1510922,1247495,460035,262914,721922,4537660,4276551,4144962,4670276,3749688,3289397,2566706,2763835,3092806,3224392,3224135,3027783,2831176,3160143,3029337,3029335,2832215,3030366
131586,263172,263172,131586,328965,263172,131586,263172,263172,328965,592137,460551,131586,263172,1249807,2035980,65795,262913,524801,327938,591106,2825496,3811354,5585708,6770499,1379334,3746592,3679510,5982012,7230274,6639937,4731682,4139808,3941912,3285267,1378309,2167563,2495757,3088665,2496272,1445124,1378563,787712,1443589,919044,1378822,1774346,4273461,5065285,4209725,3683895,3157555,2632755,2763835,3158599,3159369,2962503,3291211,3356237,2962764,2897751,2701144,2767705,2635608
328965,197379,131586,328965,131586,460551,328965,394758,526344,328965,394758,328965,2367517,2958365,2233873,1511950,656899,328706,722950,524544,1246721,3547928,6440503,3021327,1905673,2824719,2824977,6637107,6768692,6177074,5585192,4402977,5848882,5915702,3942682,3350294,3153426,5982268,4468773,3416085,2496274,2561299,984323,722178,3482139,3745308,4731432,5323828,4274227,4208438,3486002,2960433,2829879,3027008,3290185,3159112,3225162,2961990,3093578,2896717,3028820,3094615,3029594,3029083
197379,328965,197379,328965,328965,328965,263172,460551,460551,328965,592137,1709331,1643537,1773580,196608,65538,197121,920328,984067,2430737,4400924,2627341,721153,2495244,4073499,6966591,5782314,5058591,6439468,6373682,5848367,8479052,7228474,6374711,2495757,2430222,4469284,4600359,3218967,2561033,720896,984320,1378306,2365201,2167050,2891542,1968647,1444100,1705988,4077624,3880760,3026226,2698293,3092799,3092806,3093320,3487564,3159369,3422026,3028042,3159889,3094868,2765650,3095128
131586,394758,65793,460551,460551,65793,131586,394758,394758,460038,985607,1774352,1248779,1051912,657154,131328,131328,262916,1708558,3481107,3415059,1443332,5650211,4467997,2821894,5584938,3811355,7031865,7820604,7292464,5848102,5849658,3482391,3219478,4666405,5061163,4270108,4008737,3613464,3547671,3876636,2758670,2758929,2298378,1708039,1510665,787456,2035984,4207923,4012603,3486516,3223348,2894643,2961212,3028035,2961476,3158599,3027012,3224392,3290957,2962510,2963282,2765648,2963794
328965,328965,460551,526344,131586,460551,263172,460551,526344,657417,1446158,2630431,985093,65792,65792,65536,131328,459264,2757641,4400668,4927006,5322538,4334106,5123615,4794136,5649698,5254681,5056534,6570287,3809299,2297866,3745563,5848112,4598811,6703419,6177076,4730144,4335129,5323051,4204827,2889741,3219221,2561292,2956049,2562065,1773064,1706758,393216,4206892,4669245,4736583,3157555,3026229,2763832,3224126,3224386,3158850,3290440,3027013,3225418,2896969,2832209,2963027,3029078
197379,131586,328965,197379,328965,394758,263172,263172,394758,722696,1708560,1050116,590593,328450,262913,526085,787202,1575174,3545616,4926754,3808527,4268308,3873289,5451294,5386011,4662551,5253654,4727829,4860186,5320993,7096629,5715237,6504492,6109736,6372657,7227189,8938836,6767665,6242349,5519914,5387819,4664610,2560776,2298124,2232587,1511433,1970443,1969929,2692624,4207921,4078395,3684156,2763058,3026238,3159104,3028035,3552583,3159368,3093059,2961990,2896971,2963282,2963027,2832215
263172,263172,197379,197379,328965,526344,328965,723723,460038,1182732,1709329,1248008,525057,459520,1116933,1905682,1772294,4006161,5319707,5779229,6370595,9396552,6961700,6171926,10447187,7354660,6435869,7752500,7027752,6568488,6963248,6043942,5977636,6306343,6370852,8607813,7884603,8741453,6635305,6373163,6964533,4466203,3809048,1705729,3087895,2693137,1050113,2825237,7364178,2825239,3814706,3091763,2895418,2764094,3160139,2962508,3028044,2897224,3224647,3027782,2962762,3028306,3095384,2964058
197379,263172,131586,131586,328965,460551,394758,131586,921102,789003,919819,656899,525828,262400,1838598,1049601,2956304,5056533,8080181,9722943,10840399,12354150,11630682,10510656,12615780,11364686,10115648,10903625,12681839,9589051,9722177,9393216,8408376,6895906,7618860,6633505,6961961,5515799,7621176,6502952,5516575,4663324,5320743,3874832,2364171,1181446,2561550,3482136,4929578,3417111,3944752,3289399,2960442,2830921,3226203,3029339,3029334,3094097,3158857,3093832,2963023,3094615,2635093,2963801
